wProductIDwProductNamewProductBrandwGenderwPrice (INR)wNumImageswDescriptionwPrimaryColorwDescriptionVector
0w10017413wDKNY Sac de chariot moyen imprimé noir unisexe noir et griswDKNYwUnisexw11745w7w"Le sac de chariot moyen imprimé noir et gris, sécurisé avec une poignée de verrouillage TSA sur le dessus et un sur le côté, a un chariot avec une poignée rétractable sur le haut et quatre coins montés à skate en ligne de la glissière principale, la doublure zippée, deux sangles de compressionAvec des fermoirs de clics, un compartiment zip sur le volet avec trois poches zipwarranty: 5 ans"w Blackw"[-8.11574608e-03 -9.08883475e-03  1.51694305e-02  7.31733590e-02
 -4.89703752e-02 -2.86791213e-02  1.02333734e-02  6.20080009e-02
 -1.91435758e-02 -3.96949574e-02  5.20538241e-02  9.37673748e-02
  1.35068689e-02  2.80829966e-02  4.12377305e-02 -8.64620358e-02
 -1.88204292e-02 -6.10949099e-03 -5.85923307e-02  1.44790567e-03
  2.74666119e-03  1.24095380e-02 -9.48196370e-03  4.25357111e-02
  4.36351672e-02  9.53426235e-04  9.23555344e-03 -2.67181266e-02
 -3.74028198e-02 -4.12032790e-02  2.95778103e-02  2.41497736e-02
  3.57801318e-02  1.44338850e-02  2.45602337e-06 -5.11627346e-02
 -4.04624119e-02  6.59109233e-03 -5.41060157e-02 -4.99596894e-02
  3.54377590e-02 -3.69170308e-02  1.12067340e-02 -7.45749474e-02
  2.09452063e-02 -4.00105811e-04  1.16632320e-02 -2.04022955e-02
  4.21787240e-03 -8.91321746e-04 -7.16302032e-03  3.24540362e-02
 -4.69173640e-02  2.85091670e-03  2.44657509e-03 -4.57656421e-02
 -1.50324656e-02  2.59761661e-02  2.07694657e-02  2.84753125e-02
 -5.72786108e-02 -1.16470130e-02  3.54581773e-02 -2.52905469e-02
 -1.59018151e-02 -1.34716369e-02 -7.10554868e-02  7.89089501e-03
 -1.27309784e-02 -5.65422773e-02  3.97930620e-03 -3.97416316e-02
 -5.71256364e-03  9.15422738e-02 -3.61088999e-02 -3.37523520e-02
 -4.09157649e-02  5.55693395e-02  3.45199294e-02 -3.79035808e-02
  9.31697804e-03  6.56533837e-02 -5.41236289e-02 -6.84535457e-03
 -2.56115128e-03 -5.06125251e-03  6.43211463e-03 -1.84824988e-02
  4.86685298e-02 -6.09995550e-05 -1.11580165e-02 -3.48988026e-02
 -2.10073534e-02  7.99772982e-03  1.10930158e-02 -4.45954166e-02
  1.31937778e-02 -4.23733145e-02  2.55764984e-02  1.35909831e-02
  8.57641101e-02  3.81934196e-02  2.60330234e-02 -3.53619736e-03
  6.08932879e-03  4.39687893e-02 -1.26272468e-02 -4.10068687e-03
 -4.78379764e-02  4.58629616e-02 -5.28686531e-02 -6.91155717e-03
 -5.47505170e-02 -5.50858630e-03 -3.87402289e-02  1.93867143e-02
  4.85950243e-03  1.56361256e-02  5.01714982e-02 -9.70319007e-03
  1.46562997e-02 -2.59680972e-02  2.31395159e-02 -6.56410633e-03
 -2.51866207e-02 -3.35355140e-02 -9.57595408e-02  3.25231836e-03
 -1.27359461e-02  2.95495279e-02 -1.80087388e-02  2.97898594e-02
 -2.90033184e-02 -6.92910850e-02  1.88282840e-02  4.99282032e-02
 -3.33845429e-02  2.28836827e-04 -6.07216172e-03 -1.37550654e-02
  3.80245633e-02 -1.52167575e-02 -2.60349736e-02 -3.01515255e-02
  4.57341829e-03 -4.52092662e-03  1.87903345e-02  1.05140703e-02
 -1.70418583e-02 -1.95960514e-02 -5.60799204e-02 -1.54473912e-02
  2.11692788e-02 -8.26780777e-03 -3.78689356e-02  4.09051552e-02
 -3.14976349e-02 -1.95073728e-02 -4.11845092e-03  3.74616534e-02
  4.55183862e-03 -2.40711756e-02 -3.63617614e-02 -4.69615646e-02
  3.79409338e-03 -1.29802548e-03 -3.62864994e-02  1.76806021e-02
  4.16208543e-02 -6.59814710e-03  3.67028266e-02  2.65992824e-02
 -4.80685150e-03 -1.86750088e-02  2.03561913e-02  4.93947193e-02
  2.50208043e-02 -5.41992905e-03 -6.42530546e-02  2.21908782e-02
  4.11556065e-02 -5.07614985e-02  5.56522384e-02 -6.79857330e-03
  6.12313896e-02 -5.37980534e-03  1.26995537e-02  1.89350657e-02
